Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36430596,"The Descent of Monsters (Tensorate, #3)",J.Y.  Yang,"Yang, J.Y.",,"=""1250165857""","=""9781250165855""",3,3.93,Tor.com,Paperback,160,2018,2018,2018/07/31,2018/07/31,,,read,,,,1,,,0,,,,,
35511975,84K,Claire North,"North, Claire",,"=""0356507378""","=""9780356507378""",4,3.29,Orbit,Hardcover,480,2018,2018,2018/07/23,2018/07/23,,,read,,,,1,,,0,,,,,
26889792,Revulsion: Thomas Bernhard in San Salvador,Horacio Castellanos Moya,"Moya, Horacio Castellanos",Lee Klein,"=""0811225399""","=""9780811225397""",4,3.94,New Directions,Paperback,128,2016,1996,2018/07/02,2018/07/02,,,read,,,,1,,,0,,,,,
18280791,Battle Royale,Koushun Takami,"Takami, Koushun",Nathan Collins,"=""1421565986""","=""9781421565989""",5,4.23,Haikasoru,Paperback,647,2014,1999,2018/06/24,2018/06/18,favorites,favorites (#5),read,,,,1,,,0,,,,,
98960,The Yellow Arrow,Victor Pelevin,"Pelevin, Victor",Andrew Bromfield,"=""0811213552""","=""9780811213554""",4,4.10,New Directions,Paperback,92,2009,1993,2018/06/17,2018/06/17,,,read,,,,1,,,0,,,,,
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",4,4.00,Penguin Books,Paperback,146,2006,1962,2018/06/16,2018/06/16,,,read,,,,1,,,0,,,,,
36580693,A Quick & Easy Guide to They/Them Pronouns,Archie Bongiovanni,"Archie Bongiovanni, Archie Bongiovanni",Tristan Jimerson,"=""1620104997""","=""9781620104996""",5,4.33,Limerence Press,Paperback,64,2018,2018,2018/06/16,2018/06/16,,,read,,,,1,,,0,,,,,
22237153,Gutshot,Amelia Gray,"Gray, Amelia",,"=""0374175446""","=""9780374175443""",5,3.66,Fsg Originals,Paperback,209,2015,2015,2018/06/08,2018/06/08,,,read,,,,1,,,0,,,,,
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",4,4.00,Scribner,Hardcover,561,2018,2018,2018/06/05,2018/06/05,,,read,,,,1,,,0,,,,,
18075234,Challenger Deep,Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.14,HarperCollins,Kindle Edition,320,2015,2015,,2018/05/28,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
18511,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",3,4.44,Del Rey,Mass Market Paperback,398,1986,1954,2003/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
30983478,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""1501161806""","=""9781501161803""",3,3.96,Pocket Books,Mass Market Paperback,327,2016,1982,2018/04/29,2018/04/29,,,read,,,,1,,,0,,,,,
11235707,Something Fierce: Memoirs of a Revolutionary Daughter,Carmen Aguirre,"Aguirre, Carmen",,"=""1553654625""","=""9781553654629""",4,3.87,Douglas & McIntyre,Hardcover,277,2011,2011,2018/04/27,2018/04/27,,,read,,,,1,,,0,,,,,
370868,"They're Cows, We're Pigs",Carmen Boullosa,"Boullosa, Carmen",Leland H. Chambers,"=""0802137865""","=""9780802137869""",3,2.96,Grove Press,Paperback,192,2001,1997,2018/04/15,2018/04/15,,,read,,,,1,,,0,,,,,
1433,Hamlet,William Shakespeare,"Shakespeare, William","Stephen Orgel, A.R. Braunmuller","=""0140714545""","=""9780140714548""",5,4.02,Penguin Books,Paperback,148,2001,1603,2010/01/01,2016/10/26,,,read,,,,1,,,0,,,,,
15818410,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""006220629X""","=""9780062206299""",3,4.01,Harper Perennial,Paperback,278,2013,2011,2013/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
7380399,"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""0767931114""","=""9780767931113""",4,3.91,Anchor Books,Paperback,531,2010,2008,2012/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
331070,The Stranger,Albert Camus,"Camus, Albert",Matthew    Ward,"=""0881032476""","=""9780881032475""",3,3.97,Vintage International,Paperback,123,1989,1942,2004/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",2,4.41,Arthur A. Levine Books / Scholastic Inc.,Hardcover,341,1999,1998,2000/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
262304,The Wild Party,Joseph Moncure March,"March, Joseph Moncure",Art Spiegelman,"=""0375706437""","=""9780375706431""",3,4.11,Pantheon,Paperback,112,1999,1928,2006/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
231614,"Night (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Robert McAfee Brown, François Mauriac, Stella Rodway","=""0553272535""","=""9780553272536""",3,4.32,Bantam Books,Mass Market Paperback,109,1986,1956,2004/01/01,2016/10/26,,,read,,,,1,,,0,,,,,
7140092,The Metal Children: A Play,Adam Rapp,"Rapp, Adam",,"=""0865479240""","=""9780865479241""",3,3.67,"Farrar, Straus and Giroux",Paperback,128,2010,2010,2015/01/01,2016/11/14,,,read,,,,1,,,0,,,,,
90983,Stone Cold Dead Serious: And Other Plays,Adam Rapp,"Rapp, Adam",,"=""0571211399""","=""9780571211395""",3,3.67,"Farrar, Straus and Giroux",Paperback,256,2004,2004,2012/01/01,2016/11/14,,,read,,,,1,,,0,,,,,
133974,The Pillowman,Martin McDonagh,"McDonagh, Martin",,"=""0571220320""","=""9780571220328""",5,4.35,Faber  Faber,Paperback,104,2003,2003,2007/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
37449,"To Kill a Mockingbird (To Kill a Mockingbird, #1)",Harper Lee,"Lee, Harper",,"=""1439550417""","=""9781439550410""",3,4.27,Warner Books,Hardcover,376,1982,1960,2002/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
10592,Carrie,Stephen King,"King, Stephen",,"=""1416524304""","=""9781416524304""",4,3.95,Pocket Books,Mass Market Paperback,253,2005,1974,2004/01/01,2017/01/08,,,read,,,,1,,,0,,,,,
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",3,4.09,Puffin Books (US/CAN),Mass Market Paperback,192,1997,1967,2001/01/01,2016/11/10,,,read,,,,1,,,0,,,,,
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394541553""","=""9780394541556""",3,4.34,Pantheon Books,Hardcover,159,1991,1985,2002/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
18510,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,4.36,Del Rey Books,Mass Market Paperback,458,2000,1954,2002/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
1635027,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451519000""","=""9780451519009""",3,3.92,Signet Classics,Paperback,140,1956,1945,2003/01/01,2016/10/22,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",3,4.56,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2000/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.55,Scholastic,Paperback,734,2002,2000,2000/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",5,4.13,Ember,Paperback,208,2006,1993,2000/01/01,2017/02/22,,,read,,,,1,,,0,,,,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",3,4.53,Del Rey,Mass Market Paperback,490,2003,1955,2003/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
1167532,Lord of the Flies,William Golding,"Golding, William",,"=""3125738040""","=""9783125738041""",3,3.68,Perigee,Mass Market Paperback,190,2006,1954,2002/01/01,2016/10/23,,,read,,,,1,,,0,,,,,
6394370,The She-Devil in the Mirror,Horacio Castellanos Moya,"Moya, Horacio Castellanos",Katherine Silver,"=""0811218465""","=""9780811218467""",5,3.76,New Directions,Paperback,192,2009,2000,2018/04/27,2017/04/30,,,read,,,,1,,,0,,,,,
119427,The Secret Diary of Laura Palmer,Jennifer   Lynch,"Lynch, Jennifer",,"=""067173590X""","=""9780671735906""",3,3.61,Pocket,Paperback,184,1990,1990,2018/04/18,2016/10/23,,,read,,,,1,,,0,,,,,
337907,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""0375703764""","=""9780375703768""",5,4.10,Pantheon Books,Paperback,709,2000,2000,2018/02/15,2018/02/15,,,read,,,,1,,,0,,,,,
25667918,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765384469""","=""9780765384461""",4,3.94,Tor.com,ebook,96,2015,2015,2018/02/05,2018/02/05,,,read,,,,1,,,0,,,,,
34860402,"Leia: Princess of Alderaan (Journey to Star Wars: The Last Jedi, #3)",Claudia Gray,"Gray, Claudia",,"=""1484780787""","=""9781484780787""",4,4.13,Disney Lucasfilm Press,Hardcover,409,2017,2017,2018/01/29,2018/01/29,,,read,,,,1,,,0,,,,,
33275967,In a Lonely Place,Dorothy B. Hughes,"Hughes, Dorothy B.",,"=""1681371472""","=""9781681371474""",5,4.06,New York Review of Books,Paperback,198,2017,1947,2018/01/24,2017/11/10,,,read,,,,1,,,0,,,,,
11982625,Threats,Amelia Gray,"Gray, Amelia",,"=""0374533075""","=""9780374533076""",5,3.02,FSG Originals,Paperback,278,2012,2012,2018/01/07,2017/11/13,favorites,favorites (#4),read,,,,1,,,0,,,,,
35397307,Spaceman of Bohemia,Jaroslav Kalfar,"Kalfar, Jaroslav",,"=""0316273449""","=""9780316273442""",0,3.83,Back Bay Books,Paperback,288,2018,2017,,2018/01/13,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
2294528,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""0061478784""","=""9780061478789""",4,4.30,Greenwillow Books,Paperback,429,2008,1986,,2018/01/12,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",5,3.80,Back Bay Books,Paperback,277,2001,1951,2006/11/01,2016/10/22,,,read,,,,1,,,0,,,,,
30288282,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,"=""0735213186""","=""9780735213180""",0,3.72,G.P. Putnam's Sons,Hardcover,346,2018,2018,,2018/01/03,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
18470088,"Between Parentheses: Essays, Articles And Speeches, 1998-2003",Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0811222721""","=""9780811222723""",5,4.18,New Directions,Paperback,400,2014,2004,2017/12/18,2017/11/08,,,read,,,,1,,,0,,,,,
13113277,The Femicide Machine,Sergio González Rodríguez,"Rodríguez, Sergio González",Michael Parker-Stainback,"=""1584351101""","=""9781584351108""",0,4.03,Semiotext(e),Paperback,135,2012,2002,,2017/12/13,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
34550479,Return to the Dark Valley,Santiago Gamboa,"Gamboa, Santiago",Howard Curtis,"=""1609454251""","=""9781609454258""",3,4.01,Europa Editions,Paperback,461,2017,2016,2017/12/11,2017/11/27,,,read,,,,1,,,0,,,,,
16002089,"Doubt, Vol. 1",Yoshiki Tonogai,"Tonogai, Yoshiki",,"=""0316245305""","=""9780316245302""",3,3.95,Yen Press,Paperback,400,2013,2014,2017/07/16,2017/07/16,,,read,,,,1,,,0,,,,,
30139736,"The Girl from the Other Side: Siúil, A Rún, Volume 1",Nagabe,"Nagabe, Nagabe","Adrienne Beck, Lys Blakeslee","=""1626924678""","=""9781626924673""",4,4.09,Seven Seas,Paperback,180,2017,2016,2017/12/09,2017/12/09,,,read,,,,1,,,0,,,,,
9813753,The Stand,Stephen King,"King, Stephen",,"=""0307743683""","=""9780307743688""",3,4.34,Anchor Books,Mass Market Paperback,1440,2011,1978,2017/11/25,2017/10/29,,,read,,,,1,,,0,,,,,
5216342,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller,John Truby,"Truby, John",,"=""0865479933""","=""9780865479937""",0,4.28,"Farrar, Straus and Giroux",Paperback,445,2008,2007,,2017/04/17,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
12384322,Narcopolis,Jeet Thayil,"Thayil, Jeet",,"=""0571275761""","=""9780571275762""",3,3.35,Faber & Faber,Paperback,292,2012,2012,2017/12/04,2017/10/28,,,read,,,,1,,,0,,,,,
13436384,"Prince of the Elves (Amulet, #5)",Kazu Kibuishi,"Kibuishi, Kazu",,"=""0545208890""","=""9780545208895""",3,4.38,Graphix,Paperback,203,2012,2012,2017/11/30,2017/04/22,,,read,,,,1,,,0,,,,,
10915347,Tres,Roberto Bolaño,"Bolaño, Roberto",Laura Healy,"=""0811219275""","=""9780811219273""",3,3.82,New Directions,Hardcover,176,2011,2000,2017/11/21,2017/11/08,,,read,,,,1,,,0,,,,,
2865597,Aristotle's Poetics,Francis Fergusson,"Fergusson, Francis",,"=""1417769068""","=""9781417769063""",3,3.78,Turtleback Books,Hardcover,0,1961,1961,2017/11/21,2017/11/21,,,read,,,,1,,,0,,,,,
22884045,Suspicious River,Laura Kasischke,"Kasischke, Laura",,"=""""","=""""",0,3.66,Houghton Mifflin Harcourt,Kindle Edition,288,2014,1996,,2017/11/18,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
281954,"Redwall (Redwall, #1)",Brian Jacques,"Jacques, Brian",,"=""0441005489""","=""9780441005482""",3,4.12,Ace Books,Mass Market Paperback,333,1997,1986,,2017/11/12,,,read,,,,1,,,0,,,,,
92254,Perestroika (Angels in America #2),Tony Kushner,"Kushner, Tony",,"=""1559360739""","=""9781559360739""",4,4.25,Theatre Communications Group,Paperback,158,1993,1993,2017/11/12,2017/11/12,,,read,,,,1,,,0,,,,,
10537195,"The Last Council (Amulet, #4)",Kazu Kibuishi,"Kibuishi, Kazu",,"=""0545208874""","=""9780545208871""",4,4.39,Graphix,Paperback,219,2011,2011,2017/11/12,2017/04/22,,,read,,,,1,,,0,,,,,
5085626,Nazi Literature in the Americas,Roberto Bolaño,"Bolaño, Roberto",Chris    Andrews,"=""0811217949""","=""9780811217941""",3,3.87,New Directions,Paperback,240,2009,1996,2017/11/10,2016/11/20,,,read,,,,1,,,0,,,,,
34735012,Ask: Building Consent Culture,Kitty Stryker,"Stryker, Kitty","Laurie Penny, Carol Queen, Virgie Tovar, Roz Kaveney, Jiz Lee, JoEllen Notte, A.V. Flox, Porscha Coleman, Richard Wright, Shawn Taylor, Cherry Zonkowski, Alex Dymock, Navarre Overton, Tobi Hill-Meyer, Cameryn Moore, Eve Rickert, Franklin Veaux, Akilah S. Richards, Laura Kate, Takeallah Rivera, Jetta Rae, Kate Fractal, Cinnamon Maxxine, Zev Ubu, Sez Thomasin","=""1944934251""","=""9781944934255""",4,4.16,Thorntree Press,Paperback,224,2017,2017,2017/11/03,2017/10/29,,,read,,,,1,,,0,,,,,
787562,An Open Life: Joseph Campbell in Conversation with Michael Toms,Joseph Campbell,"Campbell, Joseph",Michael Toms,"=""0060972955""","=""9780060972950""",3,4.25,Harper Perennial,paper,144,1990,1988,,2017/11/01,,,read,,,,1,,,0,,,,,
27310413,Roberto Bola�o's Fiction: An Expanding Universe,Chris    Andrews,"Andrews, Chris",,"=""0231168071""","=""9780231168076""",0,3.86,Columbia University Press,Paperback,304,2015,2014,,2017/05/03,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
778304,How to Write,Gertrude Stein,"Stein, Gertrude",,"=""0486231445""","=""9780486231440""",0,4.02,Dover Publications,Paperback,414,1975,1931,,2017/10/29,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
3424994,The Romantic Dogs,Roberto Bolaño,"Bolaño, Roberto",Laura Healy,"=""0811218015""","=""9780811218016""",4,3.90,New Directions,Paperback,154,2008,1993,2017/10/28,2016/11/20,,,read,,,,1,,,0,,,,,
193786,Last Evenings on Earth,Roberto Bolaño,"Bolaño, Roberto",,"=""1843431815""","=""9781843431817""",4,4.11,Harvill Secker,Hardcover,288,2007,2006,2017/10/25,2016/11/20,,,read,,,,1,,,0,,,,,
6589311,Dance with Snakes,Horacio Castellanos Moya,"Moya, Horacio Castellanos",Lee Paula Springer,"=""189723161X""","=""9781897231616""",4,3.61,Biblioasis,Paperback,175,2009,1996,2017/10/27,2017/10/27,,,read,,,,1,,,0,,,,,
18470089,The Secret of Evil,Roberto Bolaño,"Bolaño, Roberto","Natasha Wimmer, Chris    Andrews","=""081122273X""","=""9780811222730""",3,3.66,New Directions,Paperback,160,2014,2007,2017/10/25,2016/11/20,,,read,,,,1,,,0,,,,,
27311,A Short History of Myth,Karen Armstrong,"Armstrong, Karen",,"=""184195800X""","=""9781841958002""",3,3.68,Canongate U.S.,Paperback,176,2006,2004,2017/10/25,2017/10/25,,,read,,,,1,,,0,,,,,
31072,Under the Volcano,Malcolm Lowry,"Lowry, Malcolm",,"=""0060955228""","=""9780060955229""",0,3.79,Harper Perennial,Paperback,397,2000,1947,,2017/09/02,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",0,3.84,Del Rey,Hardcover,320,2016,2016,,2017/08/04,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
16131106,"Doubt, Vol. 2",Yoshiki Tonogai,"Tonogai, Yoshiki",,"=""0316245313""","=""9780316245319""",1,3.93,Yen Press,Paperback,448,2013,2013,2017/08/01,2017/08/03,,,read,,,,1,,,0,,,,,
1004391,The Helmet of Horror,Victor Pelevin,"Pelevin, Victor",Andrew Bromfield,"=""1841957607""","=""9781841957609""",5,3.43,Canongate U.S.,Hardcover,274,2006,2005,2017/08/03,2017/08/03,,,read,,,,1,,,0,,,,,
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",4,4.16,Digireads.com,Paperback,123,2005,1887,2017/08/03,2017/07/27,,,read,,,,1,,,0,,,,,
16071889,Utsubora: The Story of a Novelist,Asumiko Nakamura,"Nakamura, Asumiko",Yoshito Hinton,"=""1935654764""","=""9781935654766""",4,3.86,Vertical,Paperback,460,2013,2010,2017/07/27,2017/07/26,,,read,,,,1,,,0,,,,,
92250,Millennium Approaches (Angels in America #1),Tony Kushner,"Kushner, Tony",,"=""1559360615""","=""9781559360616""",4,4.28,Theatre Communications Group,Paperback,119,1993,1992,2017/07/26,2017/07/26,,,read,,,,1,,,0,,,,,
29430798,The Devil Crept In,Ania Ahlborn,"Ahlborn, Ania",,"=""1476783756""","=""9781476783758""",3,3.62,Gallery Books,Paperback,374,2017,2017,2017/07/23,2017/07/16,,,read,,,,1,,,0,,,,,
25816688,The Fireman,Joe Hill,"Hill, Joe",,"=""0062200631""","=""9780062200631""",0,3.89,William Morrow,Hardcover,752,2016,2016,,2017/07/19,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
27877138,It,Stephen King,"King, Stephen",,"=""1501142976""","=""9781501142970""",5,4.24,Scribner,Paperback,1156,2016,1986,2017/06/27,2017/04/22,favorites,favorites (#3),read,,,,1,,,0,,,,,
16175991,Monsieur Pain,Roberto Bolaño,"Bolaño, Roberto",Chris    Andrews,"=""0811220559""","=""9780811220552""",4,3.36,New Directions,ebook,144,2012,1999,2017/07/16,2017/07/16,,,read,,,,1,,,0,,,,,
23493272,The Return,Roberto Bolaño,"Bolaño, Roberto",,"=""""","=""9780330510615""",4,4.02,Picador,Paperback,199,2014,2010,2017/07/04,2016/11/20,,,read,,,,1,,,0,,,,,
22405654,The Dream of My Return,Horacio Castellanos Moya,"Moya, Horacio Castellanos",Katherine Silver,"=""0811223434""","=""9780811223430""",3,3.76,New Directions,Paperback,136,2015,2013,2017/06/29,2017/06/29,,,read,,,,1,,,0,,,,,
20181,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,"Bell, James Scott",,"=""158297294X""","=""9781582972947""",4,4.10,Writer's Digest Books,Paperback,234,2004,2004,2015/01/01,2017/01/19,,,read,,,,1,,,0,,,,,
